customer_id,age,gender,item_purchased,category,purchase_amount_usd,location,size,color,season,review_rating,subscription_status,payment_method,shipping_type,discount_applied,promo_code_used,previous_purchases,preferred_payment_method,frequency_of_purchases
611,39,Female,Blouse,Clothing,47.09,Florida,S,Black,Fall,4.9,No,Credit Card,Standard,No,No,3,Venmo,Weekly
612,33,Male,Jeans,Clothing,64.23,Florida,M,Silver,Winter,3.4,No,Debit Card,Store Pickup,No,Yes,7,Cash,Weekly
613,40,Female,Sneakers,Footwear,95.95,New York,L,Blue,Spring,4.2,No,Credit Card,2-Day Shipping,Yes,No,9,PayPal,Bi-Weekly
614,35,Male,Jeans,Clothing,54.72,California,L,Blue,Winter,3.1,Yes,Credit Card,Standard,Yes,No,4,Cash,Monthly
615,29,Female,Watch,Accessories,116.07,California,M,Black,Winter,3.5,No,Debit Card,Free Shipping,No,No,9,PayPal,Monthly
616,59,Male,T-Shirt,Clothing,31.3,Illinois,S,Black,Summer,3.8,Yes,Venmo,Store Pickup,No,Yes,3,Venmo,Monthly
617,42,Male,Sneakers,Footwear,88.71,Texas,S,Silver,Fall,3.3,No,PayPal,Store Pickup,No,Yes,7,PayPal,Monthly
618,30,Female,Sneakers,Footwear,81.89,Texas,S,Blue,Summer,4.9,Yes,Debit Card,Store Pickup,Yes,Yes,10,Venmo,Quarterly
619,33,Female,T-Shirt,Clothing,22.45,California,L,Blue,Winter,4.6,No,Cash,Standard,Yes,No,9,Debit Card,Monthly
620,28,Female,Blouse,Clothing,54.06,Illinois,M,Blue,Fall,5.0,Yes,PayPal,Free Shipping,No,No,9,Cash,Weekly
621,48,Female,Watch,Accessories,133.93,Illinois,M,Blue,Fall,3.7,Yes,PayPal,2-Day Shipping,No,No,7,Debit Card,Quarterly
622,39,Female,Sneakers,Footwear,97.55,California,S,Silver,Fall,3.4,Yes,Venmo,2-Day Shipping,Yes,No,2,Cash,Monthly
623,54,Female,Jeans,Clothing,54.04,California,L,Black,Summer,3.8,No,Credit Card,Store Pickup,No,Yes,10,Debit Card,Quarterly
624,33,Female,Sneakers,Footwear,81.47,Florida,M,Black,Fall,3.1,Yes,Venmo,2-Day Shipping,Yes,No,0,Credit Card,Bi-Weekly
625,60,Male,Jeans,Clothing,61.15,Illinois,L,Silver,Winter,3.2,No,Credit Card,Free Shipping,Yes,Yes,0,Venmo,Bi-Weekly
626,18,Female,Jeans,Clothing,57.76,New York,L,Silver,Spring,3.8,Yes,Debit Card,Store Pickup,Yes,Yes,8,Debit Card,Bi-Weekly
627,30,Male,Watch,Accessories,112.4,Illinois,S,Black,Fall,3.5,Yes,Venmo,Standard,No,No,8,Debit Card,Bi-Weekly
628,47,Male,Sneakers,Footwear,93.97,New York,M,Black,Fall,3.1,No,PayPal,Store Pickup,Yes,Yes,5,Credit Card,Weekly
629,35,Female,Jeans,Clothing,58.06,California,L,White,Spring,3.2,Yes,PayPal,Free Shipping,No,Yes,5,PayPal,Quarterly
630,26,Male,Sneakers,Footwear,83.44,New York,S,White,Spring,3.6,No,Cash,Store Pickup,Yes,No,9,PayPal,Weekly
631,20,Female,T-Shirt,Clothing,30.49,Illinois,S,White,Fall,4.3,No,PayPal,2-Day Shipping,No,Yes,4,Venmo,Bi-Weekly
632,35,Female,Jeans,Clothing,57.54,New York,S,Silver,Summer,4.7,Yes,Debit Card,Store Pickup,Yes,No,5,PayPal,Monthly
633,18,Female,Jeans,Clothing,53.31,Texas,S,White,Spring,4.7,Yes,PayPal,Store Pickup,Yes,No,2,Cash,Quarterly
634,33,Female,Sneakers,Footwear,81.35,Illinois,M,Blue,Fall,3.6,No,Credit Card,Standard,Yes,No,5,PayPal,Weekly
635,57,Female,T-Shirt,Clothing,34.7,California,S,Blue,Spring,4.0,Yes,Cash,Express,Yes,Yes,2,Credit Card,Bi-Weekly
636,58,Female,T-Shirt,Clothing,26.5,New York,M,White,Summer,3.7,No,Venmo,2-Day Shipping,Yes,No,1,Venmo,Monthly
637,40,Female,Sneakers,Footwear,81.65,New York,L,Blue,Fall,4.5,No,Credit Card,Store Pickup,No,No,7,Venmo,Weekly
638,21,Female,Blouse,Clothing,46.99,New York,M,Blue,Summer,3.9,Yes,Venmo,Standard,No,No,9,Credit Card,Bi-Weekly
639,34,Female,Jeans,Clothing,63.96,Florida,L,Black,Spring,4.7,No,PayPal,Store Pickup,Yes,Yes,10,Venmo,Bi-Weekly
640,53,Female,T-Shirt,Clothing,33.44,Texas,S,Blue,Summer,3.3,No,Credit Card,Free Shipping,No,Yes,0,PayPal,Monthly
641,44,Male,Watch,Accessories,108.92,Illinois,S,Black,Spring,3.3,Yes,Credit Card,Free Shipping,No,Yes,10,Venmo,Weekly
642,21,Male,Blouse,Clothing,45.12,New York,M,White,Spring,3.4,No,Cash,Standard,Yes,Yes,5,Credit Card,Weekly
643,34,Male,Blouse,Clothing,52.45,Illinois,L,Silver,Winter,4.2,Yes,Cash,Free Shipping,Yes,Yes,5,Debit Card,Monthly
644,58,Male,Blouse,Clothing,53.06,New York,M,White,Fall,3.1,No,Debit Card,2-Day Shipping,Yes,Yes,1,Venmo,Bi-Weekly
645,41,Female,Watch,Accessories,105.97,Texas,L,Blue,Fall,3.3,Yes,Credit Card,Free Shipping,No,Yes,3,Credit Card,Quarterly
646,28,Female,T-Shirt,Clothing,27.29,Florida,S,Black,Summer,3.4,Yes,PayPal,2-Day Shipping,No,Yes,5,Credit Card,Quarterly
647,41,Female,Sneakers,Footwear,83.81,California,M,Silver,Fall,4.5,Yes,PayPal,Express,Yes,No,2,Venmo,Quarterly
648,46,Male,Sneakers,Footwear,91.29,California,L,Blue,Fall,3.2,No,Venmo,Free Shipping,No,No,8,PayPal,Monthly
649,59,Female,Jeans,Clothing,59.87,Florida,M,Black,Winter,3.0,No,Cash,Free Shipping,Yes,Yes,0,PayPal,Bi-Weekly
650,58,Male,Jeans,Clothing,68.87,Illinois,M,Blue,Fall,4.7,No,Venmo,Express,Yes,Yes,9,PayPal,Weekly
651,18,Male,Sneakers,Footwear,96.76,Florida,L,Blue,Winter,3.4,Yes,PayPal,Express,No,Yes,9,Cash,Bi-Weekly
652,39,Female,Blouse,Clothing,45.75,New York,M,Blue,Fall,4.1,Yes,PayPal,2-Day Shipping,No,No,4,Debit Card,Quarterly
653,26,Female,Sneakers,Footwear,87.71,California,M,Black,Winter,3.3,Yes,Credit Card,Standard,Yes,No,7,PayPal,Monthly
654,38,Male,Jeans,Clothing,64.52,Illinois,S,Silver,Fall,3.6,Yes,Debit Card,Free Shipping,No,Yes,8,PayPal,Bi-Weekly
655,59,Male,Sneakers,Footwear,99.49,Texas,S,Black,Spring,3.3,No,Credit Card,Standard,No,No,6,Cash,Weekly
656,46,Female,Jeans,Clothing,52.58,New York,M,Silver,Winter,4.4,Yes,Credit Card,Free Shipping,No,Yes,7,Cash,Quarterly
657,33,Male,Sneakers,Footwear,92.82,Texas,L,Silver,Fall,3.5,Yes,Debit Card,2-Day Shipping,Yes,No,4,Cash,Quarterly
658,42,Male,Sneakers,Footwear,85.07,Illinois,S,Blue,Winter,3.7,Yes,Credit Card,Store Pickup,Yes,No,7,Credit Card,Bi-Weekly
659,43,Male,Blouse,Clothing,48.28,Florida,M,Silver,Spring,4.8,Yes,Debit Card,Standard,Yes,No,1,PayPal,Quarterly
660,28,Female,Blouse,Clothing,48.47,Illinois,L,White,Winter,3.1,No,Credit Card,Free Shipping,Yes,Yes,8,PayPal,Quarterly
661,57,Female,Watch,Accessories,131.61,New York,M,Blue,Winter,4.7,Yes,Cash,Free Shipping,Yes,No,10,Venmo,Weekly
662,50,Male,Sneakers,Footwear,84.5,New York,S,Blue,Summer,5.0,No,Cash,Free Shipping,Yes,No,5,PayPal,Quarterly
663,44,Female,Blouse,Clothing,45.44,Texas,L,Black,Fall,3.1,No,PayPal,Standard,No,Yes,3,PayPal,Quarterly
664,40,Male,Sneakers,Footwear,97.51,Texas,L,Blue,Winter,4.2,Yes,Cash,Store Pickup,Yes,No,4,Debit Card,Quarterly
665,37,Male,Sneakers,Footwear,84.81,Illinois,S,Blue,Spring,3.6,No,Venmo,Store Pickup,No,Yes,3,Venmo,Weekly
666,38,Female,Watch,Accessories,138.76,New York,L,Silver,Summer,4.8,No,Credit Card,Store Pickup,No,No,6,Venmo,Bi-Weekly
667,22,Male,Jeans,Clothing,68.17,New York,S,Blue,Fall,4.1,Yes,Venmo,2-Day Shipping,Yes,No,8,PayPal,Weekly
668,54,Female,Blouse,Clothing,42.85,New York,L,White,Fall,4.8,Yes,Venmo,Free Shipping,No,Yes,5,Credit Card,Bi-Weekly
669,49,Male,Sneakers,Footwear,84.93,Illinois,S,White,Winter,3.5,Yes,Venmo,Express,No,No,1,PayPal,Quarterly
670,47,Male,Jeans,Clothing,67.88,California,M,Silver,Fall,3.6,Yes,PayPal,Free Shipping,No,Yes,0,Venmo,Bi-Weekly
671,53,Female,Sneakers,Footwear,93.44,California,M,White,Fall,4.7,No,Debit Card,2-Day Shipping,No,No,4,PayPal,Bi-Weekly
672,39,Female,Jeans,Clothing,64.5,New York,M,Silver,Fall,3.8,Yes,Cash,Store Pickup,No,Yes,8,Cash,Monthly
673,50,Male,Sneakers,Footwear,96.9,California,L,Silver,Spring,4.8,No,Cash,Standard,Yes,No,7,Cash,Bi-Weekly
674,55,Male,Blouse,Clothing,50.03,Illinois,L,White,Winter,3.9,No,Venmo,Free Shipping,Yes,No,1,PayPal,Bi-Weekly
675,38,Male,Watch,Accessories,114.5,Illinois,L,White,Summer,4.6,Yes,Debit Card,Store Pickup,Yes,No,9,Venmo,Bi-Weekly
676,18,Male,Sneakers,Footwear,98.33,California,S,Black,Spring,4.8,Yes,Debit Card,Free Shipping,No,No,3,Cash,Bi-Weekly
677,45,Female,Blouse,Clothing,42.04,Texas,M,Black,Winter,4.7,Yes,Cash,Store Pickup,Yes,No,9,PayPal,Weekly
678,32,Male,Jeans,Clothing,55.78,Illinois,L,White,Fall,5.0,Yes,PayPal,2-Day Shipping,No,Yes,2,Venmo,Weekly
679,34,Female,Blouse,Clothing,42.73,Florida,S,Black,Spring,4.6,No,Debit Card,2-Day Shipping,No,Yes,7,Cash,Monthly
680,32,Female,Blouse,Clothing,43.3,California,S,Black,Winter,3.1,No,Venmo,2-Day Shipping,No,No,5,PayPal,Monthly
681,28,Female,T-Shirt,Clothing,26.42,New York,M,White,Summer,5.0,Yes,Debit Card,Express,No,No,2,Credit Card,Quarterly
682,53,Female,T-Shirt,Clothing,28.4,Texas,L,Blue,Winter,4.4,No,PayPal,Standard,Yes,Yes,8,PayPal,Bi-Weekly
683,28,Male,Blouse,Clothing,45.31,California,S,White,Fall,3.9,No,Cash,2-Day Shipping,Yes,Yes,6,Venmo,Quarterly
684,19,Male,Sneakers,Footwear,85.52,Texas,M,Silver,Fall,3.4,No,Credit Card,2-Day Shipping,No,Yes,8,Credit Card,Weekly
685,57,Female,Sneakers,Footwear,87.09,California,M,Silver,Summer,3.6,Yes,Credit Card,2-Day Shipping,No,No,10,Venmo,Monthly
686,46,Male,Sneakers,Footwear,94.12,Texas,S,Blue,Summer,5.0,Yes,Credit Card,Express,Yes,Yes,1,Credit Card,Bi-Weekly
687,35,Female,Blouse,Clothing,50.77,New York,S,White,Winter,3.2,No,Credit Card,2-Day Shipping,Yes,Yes,10,Cash,Weekly
688,60,Female,Blouse,Clothing,42.24,New York,L,Silver,Winter,4.5,No,Venmo,Express,Yes,Yes,4,Cash,Monthly
689,45,Female,Blouse,Clothing,52.23,New York,S,Blue,Spring,4.2,Yes,Credit Card,Express,Yes,Yes,0,Cash,Quarterly
690,25,Male,Sneakers,Footwear,84.29,Illinois,M,Black,Fall,4.7,No,Venmo,Express,Yes,Yes,2,Venmo,Bi-Weekly
691,59,Female,Sneakers,Footwear,82.5,Texas,S,White,Spring,3.5,Yes,Debit Card,2-Day Shipping,Yes,Yes,2,PayPal,Monthly
692,18,Female,Jeans,Clothing,52.41,Illinois,M,Blue,Summer,3.5,No,Cash,2-Day Shipping,No,No,6,Credit Card,Monthly
693,31,Male,Watch,Accessories,131.34,Texas,S,Blue,Fall,4.0,No,Credit Card,2-Day Shipping,Yes,No,2,PayPal,Quarterly
694,38,Female,T-Shirt,Clothing,27.01,Illinois,S,Silver,Fall,3.1,Yes,Debit Card,2-Day Shipping,No,Yes,4,Credit Card,Quarterly
695,53,Female,Blouse,Clothing,51.19,New York,M,White,Summer,4.5,Yes,Credit Card,Express,Yes,No,4,Debit Card,Bi-Weekly
696,40,Male,Watch,Accessories,123.61,Illinois,L,Silver,Spring,3.3,Yes,Debit Card,2-Day Shipping,No,Yes,1,Credit Card,Monthly
697,25,Female,Jeans,Clothing,60.54,California,L,Blue,Summer,4.5,No,Credit Card,Free Shipping,No,Yes,5,PayPal,Weekly
698,19,Male,T-Shirt,Clothing,33.6,Illinois,M,Silver,Fall,3.7,No,Debit Card,2-Day Shipping,No,No,8,Credit Card,Weekly
699,59,Male,Watch,Accessories,132.65,Florida,L,Silver,Winter,4.7,No,PayPal,Store Pickup,No,Yes,9,Cash,Quarterly
700,52,Female,T-Shirt,Clothing,30.49,Illinois,L,Black,Winter,3.5,Yes,PayPal,2-Day Shipping,No,Yes,5,Venmo,Bi-Weekly
701,35,Female,Sneakers,Footwear,89.33,Illinois,S,Silver,Winter,4.3,No,Cash,Store Pickup,Yes,No,2,Venmo,Weekly
702,54,Female,Sneakers,Footwear,87.87,New York,M,White,Fall,3.2,No,Cash,Free Shipping,No,No,3,Cash,Monthly
703,44,Male,T-Shirt,Clothing,28.42,California,L,Silver,Summer,4.4,Yes,PayPal,2-Day Shipping,No,No,8,Debit Card,Monthly
704,56,Female,Watch,Accessories,104.28,Texas,M,White,Summer,3.6,No,PayPal,Express,Yes,No,4,Credit Card,Bi-Weekly
705,30,Male,Blouse,Clothing,44.49,Florida,S,Black,Fall,3.4,Yes,Venmo,2-Day Shipping,Yes,No,7,Cash,Quarterly
706,42,Male,Watch,Accessories,124.4,New York,L,Blue,Summer,3.9,Yes,PayPal,Express,Yes,Yes,4,Debit Card,Bi-Weekly
707,34,Female,Blouse,Clothing,50.54,Florida,L,Black,Spring,4.5,Yes,Venmo,Standard,No,Yes,7,Credit Card,Monthly
708,28,Female,Jeans,Clothing,56.39,Illinois,L,Blue,Spring,4.1,No,PayPal,Express,No,No,8,Venmo,Weekly
709,33,Male,Watch,Accessories,112.19,California,S,Silver,Winter,4.6,No,Credit Card,2-Day Shipping,No,Yes,5,Credit Card,Bi-Weekly
710,22,Male,Sneakers,Footwear,92.37,Texas,S,White,Spring,3.8,No,Venmo,Standard,Yes,Yes,6,Venmo,Quarterly
711,49,Female,Watch,Accessories,115.31,Illinois,M,White,Summer,3.8,No,Credit Card,Free Shipping,Yes,No,4,Debit Card,Bi-Weekly
712,59,Female,Blouse,Clothing,52.9,Illinois,M,Silver,Spring,4.9,Yes,PayPal,Free Shipping,Yes,Yes,6,Credit Card,Weekly
713,57,Female,Sneakers,Footwear,83.53,Illinois,L,Silver,Fall,4.7,No,Cash,Express,No,Yes,2,PayPal,Quarterly
714,36,Female,T-Shirt,Clothing,30.25,New York,L,Blue,Summer,3.9,No,Debit Card,Standard,No,Yes,10,PayPal,Weekly
715,46,Male,Sneakers,Footwear,93.39,Illinois,S,White,Summer,3.2,No,PayPal,Express,Yes,Yes,4,PayPal,Monthly
716,56,Female,Blouse,Clothing,47.68,California,L,Black,Summer,4.9,No,Debit Card,Free Shipping,No,Yes,2,Cash,Bi-Weekly
717,33,Female,Blouse,Clothing,50.11,California,L,Blue,Spring,4.5,No,PayPal,Express,No,Yes,2,PayPal,Bi-Weekly
718,50,Female,Watch,Accessories,114.37,Florida,S,Black,Summer,3.7,Yes,Venmo,Free Shipping,Yes,Yes,1,Debit Card,Weekly
719,48,Male,Blouse,Clothing,48.06,Texas,M,Blue,Winter,3.6,Yes,Cash,Free Shipping,No,No,3,Debit Card,Monthly
720,47,Female,Jeans,Clothing,69.89,California,L,Black,Spring,4.1,Yes,Credit Card,Store Pickup,No,Yes,5,Debit Card,Weekly
721,29,Female,Blouse,Clothing,44.74,California,L,Silver,Fall,4.4,No,Venmo,Express,Yes,Yes,10,Venmo,Bi-Weekly
722,38,Male,Blouse,Clothing,54.01,Texas,S,Black,Summer,4.8,No,Venmo,Free Shipping,Yes,Yes,1,Venmo,Quarterly
723,31,Female,Watch,Accessories,113.24,Texas,S,Black,Fall,3.4,Yes,Venmo,Free Shipping,Yes,Yes,9,PayPal,Monthly
724,40,Male,T-Shirt,Clothing,20.51,Florida,M,Silver,Fall,4.0,Yes,PayPal,Free Shipping,Yes,Yes,4,PayPal,Weekly
725,30,Male,Jeans,Clothing,62.95,Texas,S,Black,Winter,3.3,No,PayPal,Free Shipping,No,No,8,Cash,Monthly
726,24,Female,Blouse,Clothing,46.43,New York,L,Black,Winter,4.0,Yes,Credit Card,Free Shipping,No,No,0,PayPal,Monthly
727,54,Male,T-Shirt,Clothing,28.68,New York,L,Silver,Fall,4.1,No,Cash,2-Day Shipping,No,Yes,7,Venmo,Quarterly
728,26,Female,Blouse,Clothing,45.28,Texas,M,Black,Spring,4.0,No,PayPal,Free Shipping,Yes,No,9,Venmo,Quarterly
729,27,Female,Jeans,Clothing,67.16,Illinois,M,Silver,Spring,4.0,Yes,Venmo,Free Shipping,Yes,No,5,PayPal,Bi-Weekly
730,38,Female,Blouse,Clothing,53.88,Florida,M,White,Spring,3.7,No,Credit Card,Store Pickup,No,Yes,10,PayPal,Quarterly
731,22,Female,Watch,Accessories,131.66,Texas,S,White,Summer,3.5,Yes,Venmo,Free Shipping,Yes,No,7,Cash,Quarterly
732,30,Male,Blouse,Clothing,48.51,Illinois,L,White,Winter,3.3,Yes,Venmo,Standard,No,No,3,Venmo,Bi-Weekly
733,56,Female,Jeans,Clothing,59.71,California,S,Silver,Spring,4.2,Yes,Credit Card,2-Day Shipping,Yes,Yes,1,PayPal,Monthly
734,23,Male,T-Shirt,Clothing,27.27,Texas,M,Silver,Fall,4.5,No,Venmo,Store Pickup,No,Yes,1,Cash,Monthly
735,31,Male,Sneakers,Footwear,92.12,Illinois,L,Blue,Summer,3.1,Yes,PayPal,Free Shipping,No,Yes,6,PayPal,Bi-Weekly
736,45,Male,Jeans,Clothing,60.57,California,M,Silver,Summer,4.3,No,Debit Card,Express,No,Yes,0,PayPal,Quarterly
737,41,Female,T-Shirt,Clothing,27.5,California,S,Blue,Spring,3.1,No,Cash,Free Shipping,Yes,Yes,10,Venmo,Monthly
738,31,Male,Sneakers,Footwear,99.26,California,S,White,Winter,4.1,Yes,Venmo,Free Shipping,No,Yes,4,Debit Card,Weekly
739,38,Male,Jeans,Clothing,53.92,Texas,L,Black,Summer,3.4,Yes,Venmo,Store Pickup,Yes,No,9,PayPal,Bi-Weekly
740,42,Male,T-Shirt,Clothing,31.91,California,M,Blue,Fall,4.6,No,Venmo,Standard,Yes,No,10,Credit Card,Bi-Weekly
741,29,Female,T-Shirt,Clothing,22.09,Texas,L,White,Summer,3.7,No,Debit Card,Standard,Yes,No,10,Debit Card,Quarterly
742,21,Female,Sneakers,Footwear,99.68,California,S,White,Summer,3.8,Yes,Cash,Free Shipping,Yes,No,4,PayPal,Weekly
743,20,Male,Sneakers,Footwear,98.0,Florida,M,Black,Spring,4.7,No,Debit Card,Free Shipping,Yes,Yes,3,Venmo,Monthly
744,53,Male,Jeans,Clothing,59.09,Texas,S,Black,Winter,3.6,No,Debit Card,Express,No,Yes,5,Venmo,Weekly
745,56,Male,Watch,Accessories,137.98,Texas,M,White,Winter,3.8,No,Cash,Free Shipping,No,No,6,Debit Card,Bi-Weekly
746,58,Male,Blouse,Clothing,49.45,Texas,L,White,Summer,3.7,No,Debit Card,Standard,No,No,1,Cash,Monthly
747,30,Male,Jeans,Clothing,60.36,Illinois,L,Black,Winter,3.4,No,Venmo,Free Shipping,Yes,Yes,6,PayPal,Quarterly
748,36,Female,Sneakers,Footwear,97.38,Illinois,L,White,Spring,4.9,No,Credit Card,Free Shipping,Yes,Yes,6,Venmo,Monthly
749,19,Male,T-Shirt,Clothing,22.68,California,L,Black,Spring,4.2,No,PayPal,Store Pickup,Yes,No,2,PayPal,Quarterly
750,25,Male,T-Shirt,Clothing,22.34,Florida,L,Black,Spring,4.2,No,Credit Card,Standard,No,No,2,Debit Card,Bi-Weekly
751,38,Male,Jeans,Clothing,51.4,Florida,L,Silver,Fall,3.6,Yes,PayPal,Free Shipping,No,No,7,PayPal,Bi-Weekly
752,54,Male,Blouse,Clothing,42.2,California,S,Black,Fall,4.4,Yes,Credit Card,Free Shipping,No,Yes,4,Cash,Bi-Weekly
753,49,Female,Sneakers,Footwear,82.54,California,S,Blue,Winter,3.1,No,Credit Card,Free Shipping,No,No,2,Debit Card,Monthly
754,21,Male,Sneakers,Footwear,88.75,New York,L,Blue,Summer,3.9,No,Cash,Express,Yes,No,7,Credit Card,Bi-Weekly
755,31,Female,Sneakers,Footwear,93.44,Illinois,M,Blue,Fall,4.8,No,Credit Card,Standard,Yes,Yes,6,Credit Card,Monthly
756,21,Male,T-Shirt,Clothing,29.26,Illinois,L,Silver,Winter,3.6,Yes,Venmo,Express,No,Yes,1,PayPal,Quarterly
757,33,Male,Blouse,Clothing,47.93,Illinois,S,White,Spring,4.6,No,Debit Card,2-Day Shipping,No,No,2,Debit Card,Monthly
758,34,Female,Jeans,Clothing,53.74,Illinois,S,Black,Winter,4.3,No,Venmo,Express,No,Yes,10,Cash,Weekly
759,20,Female,T-Shirt,Clothing,24.69,California,M,Silver,Summer,3.8,No,Debit Card,Free Shipping,No,Yes,4,Cash,Weekly
760,52,Male,T-Shirt,Clothing,31.51,Texas,L,White,Winter,3.6,No,Debit Card,Standard,Yes,No,3,Debit Card,Monthly
761,26,Male,Blouse,Clothing,50.18,New York,M,Blue,Fall,5.0,No,Venmo,Standard,Yes,No,9,PayPal,Quarterly
762,34,Female,Sneakers,Footwear,97.68,Texas,L,Blue,Winter,4.2,Yes,Debit Card,Store Pickup,Yes,Yes,7,Cash,Bi-Weekly
763,35,Male,Sneakers,Footwear,85.19,New York,M,White,Winter,4.3,No,Credit Card,2-Day Shipping,No,No,3,PayPal,Monthly
764,22,Male,Watch,Accessories,129.37,Florida,M,Black,Winter,3.3,Yes,PayPal,2-Day Shipping,Yes,No,8,Cash,Bi-Weekly
765,59,Female,Blouse,Clothing,54.92,Texas,M,White,Spring,4.2,No,Cash,Standard,No,Yes,0,Debit Card,Monthly
766,53,Male,Jeans,Clothing,66.43,California,M,White,Summer,4.0,No,PayPal,Free Shipping,No,Yes,9,PayPal,Quarterly
767,25,Male,Jeans,Clothing,58.62,Florida,M,White,Summer,3.9,No,Credit Card,Store Pickup,Yes,No,1,Venmo,Weekly
768,47,Male,Jeans,Clothing,58.75,New York,M,White,Summer,3.6,No,Debit Card,2-Day Shipping,Yes,Yes,3,Cash,Monthly
769,52,Female,Sneakers,Footwear,97.58,Florida,L,Blue,Fall,3.7,No,Cash,2-Day Shipping,No,No,7,Cash,Bi-Weekly
770,36,Female,T-Shirt,Clothing,29.89,Texas,S,Blue,Summer,4.1,No,Venmo,Free Shipping,No,No,0,Cash,Weekly
771,19,Male,Blouse,Clothing,49.41,Illinois,M,Silver,Spring,3.9,No,Debit Card,Free Shipping,No,Yes,5,Credit Card,Monthly
772,29,Male,Sneakers,Footwear,82.43,Texas,S,Black,Winter,4.8,Yes,Debit Card,Store Pickup,No,Yes,5,PayPal,Quarterly
773,42,Female,Jeans,Clothing,60.74,Florida,M,Blue,Summer,3.7,Yes,Cash,Free Shipping,No,No,6,Cash,Bi-Weekly
774,55,Female,T-Shirt,Clothing,29.19,California,L,Blue,Fall,4.9,Yes,PayPal,Standard,No,No,9,PayPal,Quarterly
775,60,Male,T-Shirt,Clothing,34.86,Illinois,S,White,Summer,3.3,Yes,Debit Card,2-Day Shipping,Yes,No,1,Cash,Bi-Weekly
776,23,Male,Jeans,Clothing,52.89,Illinois,L,White,Spring,4.5,No,Debit Card,Store Pickup,No,No,3,PayPal,Monthly
777,40,Male,Blouse,Clothing,54.96,Illinois,L,White,Spring,4.7,Yes,PayPal,Express,No,Yes,8,Venmo,Quarterly
778,59,Female,T-Shirt,Clothing,34.14,California,S,Silver,Spring,4.1,Yes,Cash,Standard,No,No,1,PayPal,Monthly
779,43,Male,Sneakers,Footwear,85.31,New York,M,White,Fall,4.1,Yes,Debit Card,2-Day Shipping,No,No,5,PayPal,Weekly
780,34,Female,Sneakers,Footwear,81.23,Illinois,L,Blue,Fall,3.0,No,PayPal,Standard,Yes,Yes,2,Debit Card,Weekly
781,52,Female,Sneakers,Footwear,96.6,Texas,L,White,Summer,4.8,No,Debit Card,Free Shipping,No,No,7,Credit Card,Bi-Weekly
782,35,Male,Jeans,Clothing,57.86,Texas,L,Blue,Winter,4.1,No,Venmo,Store Pickup,No,Yes,10,Cash,Quarterly
783,40,Female,Sneakers,Footwear,93.53,Florida,M,Black,Spring,3.7,Yes,Debit Card,Store Pickup,No,Yes,9,Credit Card,Bi-Weekly
784,32,Female,Jeans,Clothing,67.03,Florida,S,Black,Summer,3.1,No,Cash,Express,No,No,0,Cash,Weekly
785,52,Male,Watch,Accessories,114.85,Florida,M,Silver,Spring,4.7,Yes,Venmo,2-Day Shipping,Yes,No,9,Debit Card,Bi-Weekly
786,36,Female,Sneakers,Footwear,82.43,California,S,Silver,Spring,3.4,No,PayPal,Express,Yes,No,5,Debit Card,Monthly
787,41,Female,Blouse,Clothing,40.41,Florida,L,Silver,Winter,3.9,No,PayPal,2-Day Shipping,No,No,7,Debit Card,Weekly
788,53,Female,T-Shirt,Clothing,34.62,Texas,L,White,Spring,4.3,Yes,PayPal,Store Pickup,No,No,2,Debit Card,Monthly
789,29,Female,Sneakers,Footwear,91.15,Florida,L,Blue,Fall,3.9,Yes,Cash,Express,Yes,No,10,PayPal,Bi-Weekly
790,30,Male,Jeans,Clothing,68.03,Florida,L,Blue,Summer,3.4,Yes,Debit Card,Standard,Yes,No,0,Credit Card,Bi-Weekly
791,29,Male,Watch,Accessories,103.89,New York,S,Blue,Fall,4.6,Yes,PayPal,Store Pickup,Yes,No,9,Venmo,Bi-Weekly
792,53,Male,Jeans,Clothing,52.26,Texas,L,White,Summer,4.7,No,Credit Card,Express,Yes,No,10,PayPal,Weekly
793,56,Female,T-Shirt,Clothing,34.06,Illinois,S,Silver,Winter,4.2,No,Venmo,Free Shipping,Yes,No,10,Venmo,Monthly
794,53,Male,Blouse,Clothing,48.8,California,M,Blue,Fall,4.3,Yes,Debit Card,2-Day Shipping,Yes,Yes,9,Credit Card,Quarterly
795,60,Male,Watch,Accessories,104.32,Texas,L,White,Fall,3.3,No,Venmo,Standard,No,Yes,2,Debit Card,Weekly
796,26,Male,Watch,Accessories,108.09,California,L,Silver,Summer,3.4,Yes,Cash,Free Shipping,Yes,Yes,4,Credit Card,Monthly
797,53,Male,Jeans,Clothing,62.07,New York,S,White,Winter,4.0,No,Cash,Store Pickup,No,No,10,PayPal,Bi-Weekly
798,28,Female,Blouse,Clothing,48.28,Texas,M,Silver,Summer,3.0,No,Cash,2-Day Shipping,Yes,Yes,4,Debit Card,Quarterly
799,27,Female,Watch,Accessories,120.36,Illinois,L,White,Winter,3.7,No,Venmo,2-Day Shipping,Yes,Yes,5,Debit Card,Quarterly
800,21,Male,Jeans,Clothing,50.4,Texas,L,Silver,Fall,4.4,No,Credit Card,Store Pickup,Yes,No,10,Credit Card,Monthly
801,60,Male,Blouse,Clothing,41.45,New York,S,Black,Summer,3.3,No,PayPal,2-Day Shipping,No,Yes,5,PayPal,Monthly
